2025-05-12 13:25:24.331339 [INF] [CB_RO#trend] TrendStrength=_trendStrength,_trendStrength.Ewma,_trendStrength.DoubleEwma,_trendStrength.DoubleEwmaSlope,BuildUpInProgress,ReductionInProgress,_buildUpStepSize,_reductionStepSize,PositionMultiplier,TargetPosition,SlopeSignCount,TrendStatus
2025-05-12 17:57:13.368511 [INF] [CB_RO#trend] TrendStrength=-1,-0.0181047716584355,-0.010203532624206625,-2.0104983378180922E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:57:18.228129 [INF] [CB_RO#trend] TrendStrength=-1,-0.018595719272606226,-0.010206050280201145,-2.097361177702192E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:57:21.458842 [INF] [CB_RO#trend] TrendStrength=-1,-0.01908642141296987,-0.010208714391540976,-2.184154225739511E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:58:06.598276 [INF] [CB_RO#trend] TrendStrength=1,-0.01857687820226344,-0.010211224840684192,-2.270877524734177E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:58:42.998360 [INF] [CB_RO#trend] TrendStrength=-1,-0.019067589763162255,-0.010213881750160934,-2.3575311174665534E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:58:55.178044 [INF] [CB_RO#trend] TrendStrength=-1,-0.01955805596828062,-0.01021668500242637,-2.444115046693063E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 17:59:09.878323 [INF] [CB_RO#trend] TrendStrength=1,-0.019048276940296534,-0.01021933448000773,-2.5006293551465415E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:00:40.757911 [INF] [CB_RO#trend] TrendStrength=1,-0.01853875280182644,-0.010221830305504276,-2.527098085536132E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:00:43.458937 [INF] [CB_RO#trend] TrendStrength=1,-0.018029483425425583,-0.010224172601440254,-2.5235452658471658E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:00:54.988220 [INF] [CB_RO#trend] TrendStrength=-1,-0.018520468683712817,-0.010226661490264934,-2.549994909348784E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:05.848036 [INF] [CB_RO#trend] TrendStrength=1,-0.018011208449371017,-0.010228996854352666,-2.546423014604046E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:17.788906 [INF] [CB_RO#trend] TrendStrength=1,-0.01750220284514639,-0.010231178816149903,-2.5128535948758593E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:39.208471 [INF] [CB_RO#trend] TrendStrength=-1,-0.01799345174372376,-0.010233507498028175,-2.479310648719965E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:42.518481 [INF] [CB_RO#trend] TrendStrength=-1,-0.018484455017851845,-0.010235982782284122,-2.4757941599930222E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:49.128255 [INF] [CB_RO#trend] TrendStrength=1,-0.017975212790342976,-0.01023830455128654,-2.442280112560473E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:01:51.638574 [INF] [CB_RO#trend] TrendStrength=1,-0.01746622518394786,-0.010240472927476338,-2.378792504996799E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:02:00.498748 [INF] [CB_RO#trend] TrendStrength=-1,-0.01795749207135583,-0.010242788033219501,-2.34535532117712E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:02:09.758480 [INF] [CB_RO#trend] TrendStrength=-1,-0.018448513325320097,-0.010245249750807131,-2.341944530285557E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:02:28.528615 [INF] [CB_RO#trend] TrendStrength=1,-0.017939289068657494,-0.010247557962602486,-2.3385361162232833E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:02:32.818299 [INF] [CB_RO#trend] TrendStrength=-1,-0.018430319424123112,-0.010250012791040942,-2.335130077600785E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:02:46.738162 [INF] [CB_RO#trend] TrendStrength=1,-0.017921104264411108,-0.010252314118482953,-2.3317264130287217E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:03:04.248499 [INF] [CB_RO#trend] TrendStrength=1,-0.01741214371227896,-0.010254462067361091,-2.328325121118795E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:03:08.597921 [INF] [CB_RO#trend] TrendStrength=1,-0.016903437640422875,-0.01025645676003301,-2.2949262004834034E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:03:34.198056 [INF] [CB_RO#trend] TrendStrength=1,-0.01639498592160272,-0.01025829831878148,-2.231553649735714E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:03:50.688100 [INF] [CB_RO#trend] TrendStrength=-1,-0.01688678842864186,-0.010260286865814438,-2.198231452789877E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:03:53.238166 [INF] [CB_RO#trend] TrendStrength=-1,-0.017378345034427485,-0.010262422283265021,-2.194935578868351E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:04:25.508899 [INF] [CB_RO#trend] TrendStrength=-1,-0.01786965586191022,-0.010264704453338614,-2.1916420119113405E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:04:33.418355 [INF] [CB_RO#trend] TrendStrength=1,-0.01736072103397932,-0.010266833258312806,-2.1583507505675004E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:02.978749 [INF] [CB_RO#trend] TrendStrength=-1,-0.017852040673462275,-0.01026910882053735,-2.1550857934864167E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:13.418510 [INF] [CB_RO#trend] TrendStrength=-1,-0.01834311465312549,-0.010271531022287126,-2.1518231246183543E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:27.018293 [INF] [CB_RO#trend] TrendStrength=-1,-0.01883394309579887,-0.01027409974590918,-2.1785627426227153E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:32.188719 [INF] [CB_RO#trend] TrendStrength=-1,-0.019324526124250917,-0.010276814873822681,-2.2352806461590007E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:34.468048 [INF] [CB_RO#trend] TrendStrength=-1,-0.019814863861188737,-0.01027967628851889,-2.3219528485881462E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:42.828339 [INF] [CB_RO#trend] TrendStrength=-1,-0.02030495642925809,-0.010282683872561113,-2.4385553779633294E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:54.648407 [INF] [CB_RO#trend] TrendStrength=-1,-0.020794803951043408,-0.010285837508584658,-2.5550642770219913E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.049095 [INF] [CB_RO#trend] TrendStrength=-1,-0.02128440654906783,-0.010289137079296802,-2.671479603178102E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.348579 [INF] [CB_RO#trend] TrendStrength=-1,-0.021773764345793242,-0.010292582467476752,-2.787801413813712E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.398635 [INF] [CB_RO#trend] TrendStrength=-1,-0.022262877463620292,-0.010296173555975594,-2.934029766278774E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.398652 [INF] [CB_RO#trend] TrendStrength=-1,-0.022751746024888428,-0.010299910227716268,-3.080140717891776E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.484172 [INF] [CB_RO#trend] TrendStrength=-1,-0.02324037015187593,-0.010303792365693516,-3.226134340639057E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.534577 [INF] [CB_RO#trend] TrendStrength=-1,-0.023728749966799936,-0.010307819852973847,-3.372010706466713E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:55.614035 [INF] [CB_RO#trend] TrendStrength=-1,-0.02421688559181648,-0.0103119925726955,-3.5177698872818076E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.178324 [INF] [CB_RO#trend] TrendStrength=-1,-0.02470477714902052,-0.010316310408068395,-3.6634119549504645E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.578321 [INF] [CB_RO#trend] TrendStrength=-1,-0.025192424760445954,-0.010320773242374109,-3.808936981299603E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.685479 [INF] [CB_RO#trend] TrendStrength=-1,-0.025679828548065678,-0.010325380958965817,-3.9543450381158975E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.735638 [INF] [CB_RO#trend] TrendStrength=-1,-0.02616698863379159,-0.010330133441268265,-4.099636197146296E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.786017 [INF] [CB_RO#trend] TrendStrength=-1,-0.026653905139474642,-0.010335030572777727,-4.244810530097502E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.836115 [INF] [CB_RO#trend] TrendStrength=-1,-0.02714057818690485,-0.010340072237061963,-4.389868108636841E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.836137 [INF] [CB_RO#trend] TrendStrength=-1,-0.027627007897811345,-0.010345258317760187,-4.534809004391911E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.886341 [INF] [CB_RO#trend] TrendStrength=-1,-0.028113194393862385,-0.010350588698583017,-4.679633288950067E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:57.936856 [INF] [CB_RO#trend] TrendStrength=-1,-0.0285991377966654,-0.010356063263312442,-4.8243410338594596E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.045491 [INF] [CB_RO#trend] TrendStrength=-1,-0.029084838227767015,-0.010361681895801778,-4.968932310627817E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.096430 [INF] [CB_RO#trend] TrendStrength=-1,-0.02957029580865308,-0.010367444479975632,-5.113407190723666E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.147026 [INF] [CB_RO#trend] TrendStrength=-1,-0.0300555106607487,-0.010373350899829863,-5.25776574557546E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.201056 [INF] [CB_RO#trend] TrendStrength=-1,-0.030540482905418272,-0.01037940103943154,-5.402008046572274E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.274504 [INF] [CB_RO#trend] TrendStrength=-1,-0.03102521266396551,-0.010385594782918898,-5.546134165063284E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.531210 [INF] [CB_RO#trend] TrendStrength=-1,-0.031509700057633476,-0.010391932014501311,-5.690144172358462E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.593183 [INF] [CB_RO#trend] TrendStrength=-1,-0.0319939452076046,-0.010398412618459241,-5.834038139727882E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.684935 [INF] [CB_RO#trend] TrendStrength=1,-0.03147794823500086,-0.010404736479144203,-5.947816138401549E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.736902 [INF] [CB_RO#trend] TrendStrength=1,-0.030962209260883417,-0.010410903720978724,-6.031502239570684E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.787832 [INF] [CB_RO#trend] TrendStrength=-1,-0.03144672815625292,-0.010417214468309306,-6.115120499686384E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.852843 [INF] [CB_RO#trend] TrendStrength=1,-0.03093100479217485,-0.010423368605406465,-6.168670960468754E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.911446 [INF] [CB_RO#trend] TrendStrength=-1,-0.03141553928977871,-0.010429666256611776,-6.2221776636143745E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:58.961722 [INF] [CB_RO#trend] TrendStrength=-1,-0.031899831520133766,-0.010436107306190831,-6.275640636096806E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.013062 [INF] [CB_RO#trend] TrendStrength=1,-0.031383881604373755,-0.010442391638480285,-6.299059904874525E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.013079 [INF] [CB_RO#trend] TrendStrength=1,-0.030868189663571625,-0.010448519377887813,-6.292459496891507E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.013093 [INF] [CB_RO#trend] TrendStrength=1,-0.030352755568739898,-0.010454490648745068,-6.255863424375723E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.168133 [INF] [CB_RO#trend] TrendStrength=1,-0.029837579190955584,-0.010460305575307732,-6.189295684849022E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.218374 [INF] [CB_RO#trend] TrendStrength=-1,-0.030322660401360054,-0.010466264281755547,-6.1527802611344166E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.308723 [INF] [CB_RO#trend] TrendStrength=1,-0.02980749907115943,-0.010472066652192368,-6.116293121364441E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.398760 [INF] [CB_RO#trend] TrendStrength=1,-0.029292595321623906,-0.010477712810793197,-6.049834248389105E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:05:59.668505 [INF] [CB_RO#trend] TrendStrength=1,-0.02877794902396315,-0.010483202881657145,-5.983427625068024E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:00.318434 [INF] [CB_RO#trend] TrendStrength=1,-0.028263560049451228,-0.010488536988807482,-5.8870732195705905E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:00.378286 [INF] [CB_RO#trend] TrendStrength=1,-0.02774942826942656,-0.010493715256191668,-5.760795000083613E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:00.788160 [INF] [CB_RO#trend] TrendStrength=1,-0.027235553555291905,-0.010498737807681398,-5.634616920111371E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:00.978318 [INF] [CB_RO#trend] TrendStrength=-1,-0.027721935778514204,-0.010503904767072646,-5.538538918483348E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.038777 [INF] [CB_RO#trend] TrendStrength=-1,-0.028208074810624893,-0.010509216018085712,-5.47253693406434E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.091480 [INF] [CB_RO#trend] TrendStrength=-1,-0.028693970773219526,-0.010514671444512251,-5.436586920451979E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.198595 [INF] [CB_RO#trend] TrendStrength=1,-0.028179623787832973,-0.010519970930215247,-5.370664845969972E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.379747 [INF] [CB_RO#trend] TrendStrength=1,-0.027665533975939113,-0.010525114599128964,-5.304794693659562E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.498976 [INF] [CB_RO#trend] TrendStrength=-1,-0.02815170120895109,-0.010530402575111909,-5.268976431871235E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.552649 [INF] [CB_RO#trend] TrendStrength=-1,-0.02863762535834656,-0.010535834741946878,-5.263186028973271E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.728299 [INF] [CB_RO#trend] TrendStrength=1,-0.028123306545667442,-0.010541110983487994,-5.257399468051177E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.838411 [INF] [CB_RO#trend] TrendStrength=-1,-0.028609244892394557,-0.010546531423660665,-5.2816167468997675E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:01.899472 [INF] [CB_RO#trend] TrendStrength=-1,-0.029094940269948306,-0.010552095946314552,-5.335813863315344E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:02.159694 [INF] [CB_RO#trend] TrendStrength=1,-0.02858039279981339,-0.010557504435370601,-5.359966829795483E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:02.678282 [INF] [CB_RO#trend] TrendStrength=1,-0.02806610260341354,-0.010562757014821013,-5.354099673530143E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:02.729066 [INF] [CB_RO#trend] TrendStrength=-1,-0.02855206955211178,-0.0105681538085822,-5.348236406994833E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:02.783547 [INF] [CB_RO#trend] TrendStrength=-1,-0.02903779351733567,-0.010573694700494825,-5.3723770279578285E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:02.978548 [INF] [CB_RO#trend] TrendStrength=1,-0.02852327462057706,-0.01057907957447085,-5.3964975341885475E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:04.518449 [INF] [CB_RO#trend] TrendStrength=1,-0.02800901298326683,-0.010584308554493488,-5.390597938157923E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:05.598597 [INF] [CB_RO#trend] TrendStrength=-1,-0.028495008476775142,-0.010589681764470173,-5.384702252329495E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:05.648890 [INF] [CB_RO#trend] TrendStrength=-1,-0.0289807609725367,-0.010595199088232593,-5.4088104744599155E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:05.878685 [INF] [CB_RO#trend] TrendStrength=1,-0.02846627059205049,-0.010600560409683737,-5.402898602307159E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:06.388334 [INF] [CB_RO#trend] TrendStrength=1,-0.027952037456754522,-0.010605765852797858,-5.366990648330607E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:06.458081 [INF] [CB_RO#trend] TrendStrength=1,-0.027438061438026202,-0.010610815541473426,-5.331110610282478E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:06.748293 [INF] [CB_RO#trend] TrendStrength=1,-0.026924342407307244,-0.010615709599533176,-5.295258471216257E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:07.178322 [INF] [CB_RO#trend] TrendStrength=1,-0.026410880236103648,-0.010620448150724146,-5.229434214194632E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:07.348456 [INF] [CB_RO#trend] TrendStrength=1,-0.02589767479598565,-0.010625031318717722,-5.133661822289727E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:07.402650 [INF] [CB_RO#trend] TrendStrength=1,-0.025384725958587716,-0.010629459227109684,-5.037965263883503E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:08.388661 [INF] [CB_RO#trend] TrendStrength=1,-0.024872033595608477,-0.010633731999420235,-4.942344492674631E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:09.998324 [INF] [CB_RO#trend] TrendStrength=-1,-0.02535959757881062,-0.010638149759094051,-4.8467994623878E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:11.008480 [INF] [CB_RO#trend] TrendStrength=1,-0.02484691778002127,-0.010642412389500328,-4.721330126773553E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:12.518306 [INF] [CB_RO#trend] TrendStrength=1,-0.024334494321131314,-0.010646520014079817,-4.595960439607999E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:12.968255 [INF] [CB_RO#trend] TrendStrength=-1,-0.024822327073970696,-0.010650772756197783,-4.500690339992452E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:14.498379 [INF] [CB_RO#trend] TrendStrength=-1,-0.025309915910433658,-0.010655170499144053,-4.435495767062675E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:14.648164 [INF] [CB_RO#trend] TrendStrength=-1,-0.025797260952478387,-0.010659713126280054,-4.400352674687781E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:15.778323 [INF] [CB_RO#trend] TrendStrength=1,-0.025284362322002204,-0.01066410052103877,-4.365237031462438E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:16.008528 [INF] [CB_RO#trend] TrendStrength=1,-0.02477172014084126,-0.01066833280692471,-4.330148820698778E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:17.788277 [INF] [CB_RO#trend] TrendStrength=1,-0.024259334280770897,-0.010672410107366864,-4.295088025717958E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:18.788289 [INF] [CB_RO#trend] TrendStrength=-1,-0.024747204613630457,-0.010676632545718743,-4.29005462985084E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:19.448214 [INF] [CB_RO#trend] TrendStrength=-1,-0.025234831011323587,-0.010681000005258425,-4.285024616437414E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:25.488594 [INF] [CB_RO#trend] TrendStrength=-1,-0.02572221359581787,-0.010685512369335593,-4.3099979835264575E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:25.588270 [INF] [CB_RO#trend] TrendStrength=-1,-0.02620935248901991,-0.010690169521371497,-4.364950729168066E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:28.128708 [INF] [CB_RO#trend] TrendStrength=-1,-0.026696247812775346,-0.010694971344858918,-4.419858866113596E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:28.378679 [INF] [CB_RO#trend] TrendStrength=-1,-0.027182899688868906,-0.010699917723362122,-4.474722421806895E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:30.788266 [INF] [CB_RO#trend] TrendStrength=1,-0.02666930823902453,-0.010704708540516819,-4.499541423676548E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:30.988375 [INF] [CB_RO#trend] TrendStrength=1,-0.02615597358490507,-0.010709343920030135,-4.524339899136462E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:31.758324 [INF] [CB_RO#trend] TrendStrength=1,-0.025642895598112676,-0.010713823985533558,-4.549117860884813E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:32.958560 [INF] [CB_RO#trend] TrendStrength=1,-0.025130074150313677,-0.010718148860582992,-4.573875321612839E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:42.458184 [INF] [CB_RO#trend] TrendStrength=1,-0.024617509113238577,-0.01072231866865879,-4.568612294004668E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:42.458199 [INF] [CB_RO#trend] TrendStrength=1,-0.024105200358682015,-0.010726333533165797,-4.5333527907372165E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:42.458213 [INF] [CB_RO#trend] TrendStrength=1,-0.02359314775850273,-0.010730193577433397,-4.4681208097804155E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:45.828382 [INF] [CB_RO#trend] TrendStrength=1,-0.023081351184623535,-0.010733898924715555,-4.37294033440571E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:46.908518 [INF] [CB_RO#trend] TrendStrength=1,-0.022569810509031278,-0.010737449698190848,-4.247835333192999E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:50.308631 [INF] [CB_RO#trend] TrendStrength=-1,-0.02305852560377671,-0.010741146020962523,-4.1228297600401715E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:51.808686 [INF] [CB_RO#trend] TrendStrength=-1,-0.023546996340974766,-0.010744987776058527,-4.027923554170837E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:06:55.198151 [INF] [CB_RO#trend] TrendStrength=-1,-0.024035222842804224,-0.010748974846578552,-3.963092654841669E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:01.408582 [INF] [CB_RO#trend] TrendStrength=-1,-0.02452320523138277,-0.010753107115693992,-3.928313016043385E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:02.418544 [INF] [CB_RO#trend] TrendStrength=-1,-0.025010943628767025,-0.010757384466647915,-3.923560606492252E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:03.090342 [INF] [CB_RO#trend] TrendStrength=-1,-0.025498438156952588,-0.010761806782755005,-3.948811409621583E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:11.018525 [INF] [CB_RO#trend] TrendStrength=-1,-0.02598568893787406,-0.01076637394740154,-4.00404142357428E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:11.178378 [INF] [CB_RO#trend] TrendStrength=-1,-0.02647269609340507,-0.01077108584404534,-4.0892266611943295E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:11.998275 [INF] [CB_RO#trend] TrendStrength=-1,-0.02695945974535831,-0.010775942356215732,-4.204343150017789E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:14.248136 [INF] [CB_RO#trend] TrendStrength=1,-0.02644598001548569,-0.010780643367513512,-4.319366932266366E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:15.288437 [INF] [CB_RO#trend] TrendStrength=-1,-0.026932757025477892,-0.010785489001610901,-4.434298064837777E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:16.688344 [INF] [CB_RO#trend] TrendStrength=-1,-0.0274192906469651,-0.010790479142104507,-4.549136604597992E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:17.018653 [INF] [CB_RO#trend] TrendStrength=-1,-0.027905581001641564,-0.01079561367266237,-4.663882608381756E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:17.238679 [INF] [CB_RO#trend] TrendStrength=-1,-0.02839162821114069,-0.010800892477023911,-4.778536132991895E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:20.018639 [INF] [CB_RO#trend] TrendStrength=-1,-0.028877432397035066,-0.010806315438999913,-4.893097235199838E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:21.028609 [INF] [CB_RO#trend] TrendStrength=1,-0.028362993680836605,-0.010811582442472463,-4.977565971745791E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:24.081395 [INF] [CB_RO#trend] TrendStrength=1,-0.027848812183996242,-0.01081669361139492,-5.031966399337943E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:28.469269 [INF] [CB_RO#trend] TrendStrength=-1,-0.028334887777904192,-0.010821949069644872,-5.086322559953206E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:28.968528 [INF] [CB_RO#trend] TrendStrength=-1,-0.028820720334015188,-0.010827348701024182,-5.140634480844952E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:32.168268 [INF] [CB_RO#trend] TrendStrength=1,-0.028306309973848236,-0.010832592389406029,-5.194902189251637E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:32.338496 [INF] [CB_RO#trend] TrendStrength=1,-0.02779215681886137,-0.010837680258734864,-5.219125712396279E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:41.498443 [INF] [CB_RO#trend] TrendStrength=-1,-0.028278260740451887,-0.010842912432879378,-5.24332907748705E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:49.188551 [INF] [CB_RO#trend] TrendStrength=1,-0.027764121610081717,-0.010847988795632538,-5.2375122970169105E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:50.798509 [INF] [CB_RO#trend] TrendStrength=-1,-0.028250239549276624,-0.01085320947085863,-5.231699383471955E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 18:07:52.408645 [INF] [CB_RO#trend] TrendStrength=-1,-0.02873611442950193,-0.010858574342346224,-5.225890334631042E-06,False,False,1,1,1,-0.01,-2,None
